Date time,Purpose,Amount (BTC),* Exchange rate,Amount (EUR)
2021-03-26 20:02:03 GMT,Hashpower mining,0.00001583,43883.55,0.69
2021-03-26 20:02:03 GMT,Hashpower mining fee,-0.00000032,43883.55,-0.01
2021-03-27 04:00:36 GMT,Hashpower mining,0.00002317,46315.96,1.07
2021-03-27 04:00:36 GMT,Hashpower mining fee,-0.00000046,46315.96,-0.02
2021-03-27 08:00:33 GMT,Hashpower mining,0.00001575,46315.96,0.73
2021-03-27 08:00:33 GMT,Hashpower mining fee,-0.00000032,46315.96,-0.01
2021-03-27 12:02:05 GMT,Hashpower mining,0.00001314,46315.96,0.61
2021-03-27 12:02:05 GMT,Hashpower mining fee,-0.00000026,46315.96,-0.01
2021-03-27 22:19:29 GMT,Hashpower mining,0.00001335,46315.96,0.62
2021-03-27 22:19:29 GMT,Hashpower mining fee,-0.00000027,46315.96,-0.01
2021-03-28 04:00:40 GMT,Hashpower mining,0.00001849,47492.24,0.88
2021-03-28 04:00:40 GMT,Hashpower mining fee,-0.00000037,47492.24,-0.02
2021-03-28 08:02:00 GMT,Hashpower mining,0.00001242,47492.24,0.59
2021-03-28 08:02:00 GMT,Hashpower mining fee,-0.00000025,47492.24,-0.01
2021-03-28 16:00:37 GMT,Hashpower mining,0.00002398,47492.24,1.14
2021-03-28 16:00:37 GMT,Hashpower mining fee,-0.00000048,47492.24,-0.02
2021-03-28 20:03:11 GMT,Hashpower mining,0.00001372,47492.24,0.65
2021-03-28 20:03:11 GMT,Hashpower mining fee,-0.00000027,47492.24,-0.01
2021-03-29 00:01:30 GMT,Hashpower mining,0.00001504,47216.52,0.71
2021-03-29 00:01:30 GMT,Hashpower mining fee,-0.00000030,47216.52,-0.01
2021-03-29 04:01:02 GMT,Hashpower mining,0.00001204,47216.52,0.57
2021-03-29 04:01:02 GMT,Hashpower mining fee,-0.00000024,47216.52,-0.01
2021-03-29 08:03:11 GMT,Hashpower mining,0.00001537,47216.52,0.73
2021-03-29 08:03:11 GMT,Hashpower mining fee,-0.00000031,47216.52,-0.01
2021-03-29 12:04:00 GMT,Hashpower mining,0.00001455,47216.52,0.69
2021-03-29 12:04:00 GMT,Hashpower mining fee,-0.00000029,47216.52,-0.01
2021-03-29 16:05:40 GMT,Hashpower mining,0.00001424,47216.52,0.67
2021-03-29 16:05:40 GMT,Hashpower mining fee,-0.00000028,47216.52,-0.01
2021-03-29 20:01:44 GMT,Hashpower mining,0.00001521,47216.52,0.72
2021-03-29 20:01:44 GMT,Hashpower mining fee,-0.00000030,47216.52,-0.01
2021-03-30 00:00:47 GMT,Hashpower mining,0.00001421,48835.87,0.69
2021-03-30 00:00:47 GMT,Hashpower mining fee,-0.00000028,48835.87,-0.01
2021-03-30 04:01:35 GMT,Hashpower mining,0.00001399,48835.87,0.68
2021-03-30 04:01:35 GMT,Hashpower mining fee,-0.00000028,48835.87,-0.01
2021-03-30 08:01:42 GMT,Hashpower mining,0.00001353,48835.87,0.66
2021-03-30 08:01:42 GMT,Hashpower mining fee,-0.00000027,48835.87,-0.01
2021-03-30 12:05:13 GMT,Hashpower mining,0.00001381,48835.87,0.67
2021-03-30 12:05:13 GMT,Hashpower mining fee,-0.00000028,48835.87,-0.01
2021-03-30 16:05:04 GMT,Hashpower mining,0.00001593,48835.87,0.78
2021-03-30 16:05:04 GMT,Hashpower mining fee,-0.00000032,48835.87,-0.02
2021-03-30 20:06:02 GMT,Hashpower mining,0.00001687,48835.87,0.82
2021-03-30 20:06:02 GMT,Hashpower mining fee,-0.00000034,48835.87,-0.02
2021-03-31 00:01:24 GMT,Hashpower mining,0.00001222,50041.04,0.61
2021-03-31 00:01:24 GMT,Hashpower mining fee,-0.00000024,50041.04,-0.01
2021-03-31 04:02:25 GMT,Hashpower mining,0.00001450,50041.04,0.73
2021-03-31 04:02:25 GMT,Hashpower mining fee,-0.00000029,50041.04,-0.01
2021-03-31 08:04:17 GMT,Hashpower mining,0.00001277,50041.04,0.64
2021-03-31 08:04:17 GMT,Hashpower mining fee,-0.00000026,50041.04,-0.01
2021-03-31 12:05:25 GMT,Hashpower mining,0.00001374,50041.04,0.69
2021-03-31 12:05:25 GMT,Hashpower mining fee,-0.00000027,50041.04,-0.01
2021-03-31 16:03:52 GMT,Hashpower mining,0.00001512,50041.04,0.76
2021-03-31 16:03:52 GMT,Hashpower mining fee,-0.00000030,50041.04,-0.02
2021-03-31 20:02:36 GMT,Hashpower mining,0.00001783,50041.04,0.89
2021-03-31 20:02:36 GMT,Hashpower mining fee,-0.00000036,50041.04,-0.02
2021-04-01 00:02:34 GMT,Hashpower mining,0.00001530,50049.86,0.77
2021-04-01 00:02:34 GMT,Hashpower mining fee,-0.00000031,50049.86,-0.02
2021-04-01 04:03:59 GMT,Hashpower mining,0.00001551,50049.86,0.78
2021-04-01 04:03:59 GMT,Hashpower mining fee,-0.00000031,50049.86,-0.02
2021-04-01 08:01:34 GMT,Hashpower mining,0.00001304,50049.86,0.65
2021-04-01 08:01:34 GMT,Hashpower mining fee,-0.00000026,50049.86,-0.01
2021-04-01 12:01:19 GMT,Hashpower mining,0.00001433,50049.86,0.72
2021-04-01 12:01:19 GMT,Hashpower mining fee,-0.00000029,50049.86,-0.01
2021-04-01 16:02:25 GMT,Hashpower mining,0.00001316,50049.86,0.66
2021-04-01 16:02:25 GMT,Hashpower mining fee,-0.00000026,50049.86,-0.01
2021-04-01 20:02:22 GMT,Hashpower mining,0.00001310,50049.86,0.66
2021-04-01 20:02:22 GMT,Hashpower mining fee,-0.00000026,50049.86,-0.01
2021-04-02 00:01:38 GMT,Hashpower mining,0.00001402,49903.01,0.70
2021-04-02 00:01:38 GMT,Hashpower mining fee,-0.00000028,49903.01,-0.01
2021-04-02 04:03:15 GMT,Hashpower mining,0.00001360,49903.01,0.68
2021-04-02 04:03:15 GMT,Hashpower mining fee,-0.00000027,49903.01,-0.01
2021-04-02 08:02:06 GMT,Hashpower mining,0.00001347,49903.01,0.67
2021-04-02 08:02:06 GMT,Hashpower mining fee,-0.00000027,49903.01,-0.01
2021-04-02 12:04:18 GMT,Hashpower mining,0.00001412,49903.01,0.70
2021-04-02 12:04:18 GMT,Hashpower mining fee,-0.00000028,49903.01,-0.01
2021-04-02 22:19:32 GMT,Hashpower mining,0.00001261,49903.01,0.63
2021-04-02 22:19:32 GMT,Hashpower mining fee,-0.00000025,49903.01,-0.01
2021-04-03 04:04:31 GMT,Hashpower mining,0.00002195,50225.69,1.10
2021-04-03 04:04:31 GMT,Hashpower mining fee,-0.00000044,50225.69,-0.02
2021-04-03 08:07:21 GMT,Hashpower mining,0.00001490,50225.69,0.75
2021-04-03 08:07:21 GMT,Hashpower mining fee,-0.00000030,50225.69,-0.02
2021-04-03 12:01:23 GMT,Hashpower mining,0.00001166,50225.69,0.59
2021-04-03 12:01:23 GMT,Hashpower mining fee,-0.00000023,50225.69,-0.01
2021-04-03 17:19:33 GMT,Hashpower mining,0.00001087,50225.69,0.55
2021-04-03 17:19:33 GMT,Hashpower mining fee,-0.00000022,50225.69,-0.01
2021-04-03 20:03:48 GMT,Hashpower mining,0.00001006,50225.69,0.51
2021-04-03 20:03:48 GMT,Hashpower mining fee,-0.00000020,50225.69,-0.01
2021-04-04 04:02:34 GMT,Hashpower mining,0.00001959,48907.83,0.96
2021-04-04 04:02:34 GMT,Hashpower mining fee,-0.00000039,48907.83,-0.02
2021-04-04 08:07:57 GMT,Hashpower mining,0.00001208,48907.83,0.59
2021-04-04 08:07:57 GMT,Hashpower mining fee,-0.00000024,48907.83,-0.01
2021-04-04 20:00:53 GMT,Hashpower mining,0.00001405,48907.83,0.69
2021-04-04 20:00:53 GMT,Hashpower mining fee,-0.00000028,48907.83,-0.01
2021-04-05 00:01:27 GMT,Hashpower mining,0.00001247,49434.62,0.62
2021-04-05 00:01:27 GMT,Hashpower mining fee,-0.00000025,49434.62,-0.01
2021-04-05 04:01:39 GMT,Hashpower mining,0.00001432,49434.62,0.71
2021-04-05 04:01:39 GMT,Hashpower mining fee,-0.00000029,49434.62,-0.01
2021-04-05 08:02:00 GMT,Hashpower mining,0.00001317,49434.62,0.65
2021-04-05 08:02:00 GMT,Hashpower mining fee,-0.00000026,49434.62,-0.01
2021-04-05 12:01:15 GMT,Hashpower mining,0.00001328,49434.62,0.66
2021-04-05 12:01:15 GMT,Hashpower mining fee,-0.00000027,49434.62,-0.01
2021-04-05 16:08:24 GMT,Hashpower mining,0.00001390,49434.62,0.69
2021-04-05 16:08:24 GMT,Hashpower mining fee,-0.00000028,49434.62,-0.01
2021-04-05 20:08:30 GMT,Hashpower mining,0.00001108,49434.62,0.55
2021-04-05 20:08:30 GMT,Hashpower mining fee,-0.00000022,49434.62,-0.01
2021-04-06 00:04:27 GMT,Hashpower mining,0.00001296,49760.91,0.64
2021-04-06 00:04:27 GMT,Hashpower mining fee,-0.00000026,49760.91,-0.01
2021-04-06 04:03:44 GMT,Hashpower mining,0.00001481,49760.91,0.74
2021-04-06 04:03:44 GMT,Hashpower mining fee,-0.00000030,49760.91,-0.01
2021-04-06 08:04:12 GMT,Hashpower mining,0.00001253,49760.91,0.62
2021-04-06 08:04:12 GMT,Hashpower mining fee,-0.00000025,49760.91,-0.01
2021-04-06 12:06:23 GMT,Hashpower mining,0.00001501,49760.91,0.75
2021-04-06 12:06:23 GMT,Hashpower mining fee,-0.00000030,49760.91,-0.01
2021-04-06 16:09:53 GMT,Hashpower mining,0.00001315,49760.91,0.65
2021-04-06 16:09:53 GMT,Hashpower mining fee,-0.00000026,49760.91,-0.01
2021-04-06 20:07:44 GMT,Hashpower mining,0.00001253,49760.91,0.62
2021-04-06 20:07:44 GMT,Hashpower mining fee,-0.00000025,49760.91,-0.01
2021-04-07 00:02:13 GMT,Hashpower mining,0.00001348,48873.54,0.66
2021-04-07 00:02:13 GMT,Hashpower mining fee,-0.00000027,48873.54,-0.01
2021-04-07 04:01:26 GMT,Hashpower mining,0.00001271,48873.54,0.62
2021-04-07 04:01:26 GMT,Hashpower mining fee,-0.00000025,48873.54,-0.01
2021-04-07 08:01:10 GMT,Hashpower mining,0.00001391,48873.54,0.68
2021-04-07 08:01:10 GMT,Hashpower mining fee,-0.00000028,48873.54,-0.01
2021-04-07 12:01:14 GMT,Hashpower mining,0.00001315,48873.54,0.64
2021-04-07 12:01:14 GMT,Hashpower mining fee,-0.00000026,48873.54,-0.01
2021-04-07 16:02:31 GMT,Hashpower mining,0.00001445,48873.54,0.71
2021-04-07 16:02:31 GMT,Hashpower mining fee,-0.00000029,48873.54,-0.01
2021-04-08 00:01:19 GMT,Hashpower mining,0.00002198,47459.56,1.04
2021-04-08 00:01:19 GMT,Hashpower mining fee,-0.00000044,47459.56,-0.02
2021-04-08 04:00:55 GMT,Hashpower mining,0.00001268,47459.56,0.60
2021-04-08 04:00:55 GMT,Hashpower mining fee,-0.00000025,47459.56,-0.01
2021-04-08 08:00:51 GMT,Hashpower mining,0.00001347,47459.56,0.64
2021-04-08 08:00:51 GMT,Hashpower mining fee,-0.00000027,47459.56,-0.01
2021-04-08 12:03:53 GMT,Hashpower mining,0.00001582,47459.56,0.75
2021-04-08 12:03:53 GMT,Hashpower mining fee,-0.00000032,47459.56,-0.02
2021-04-08 16:02:42 GMT,Hashpower mining,0.00001372,47459.56,0.65
2021-04-08 16:02:42 GMT,Hashpower mining fee,-0.00000027,47459.56,-0.01
2021-04-09 00:00:58 GMT,Hashpower mining,0.00001896,48468.25,0.92
2021-04-09 00:00:58 GMT,Hashpower mining fee,-0.00000038,48468.25,-0.02
2021-04-09 04:00:59 GMT,Hashpower mining,0.00001449,48468.25,0.70
2021-04-09 04:00:59 GMT,Hashpower mining fee,-0.00000029,48468.25,-0.01
2021-04-09 08:00:57 GMT,Hashpower mining,0.00001429,48468.25,0.69
2021-04-09 08:00:57 GMT,Hashpower mining fee,-0.00000029,48468.25,-0.01
2021-04-09 12:00:57 GMT,Hashpower mining,0.00001445,48468.25,0.70
2021-04-09 12:00:57 GMT,Hashpower mining fee,-0.00000029,48468.25,-0.01
2021-04-09 16:11:10 GMT,Hashpower mining,0.00001365,48468.25,0.66
2021-04-09 16:11:10 GMT,Hashpower mining fee,-0.00000027,48468.25,-0.01
2021-04-10 00:03:20 GMT,Hashpower mining,0.00001044,48692.91,0.51
2021-04-10 00:03:20 GMT,Hashpower mining fee,-0.00000021,48692.91,-0.01
2021-04-10 04:00:34 GMT,Hashpower mining,0.00001419,48692.91,0.69
2021-04-10 04:00:34 GMT,Hashpower mining fee,-0.00000028,48692.91,-0.01
2021-04-10 08:03:27 GMT,Hashpower mining,0.00001151,48692.91,0.56
2021-04-10 08:03:27 GMT,Hashpower mining fee,-0.00000023,48692.91,-0.01
2021-04-10 12:03:55 GMT,Hashpower mining,0.00001118,48692.91,0.54
2021-04-10 12:03:55 GMT,Hashpower mining fee,-0.00000022,48692.91,-0.01
2021-04-10 16:05:19 GMT,Hashpower mining,0.00001187,48692.91,0.58
2021-04-10 16:05:19 GMT,Hashpower mining fee,-0.00000024,48692.91,-0.01
2021-04-11 00:03:18 GMT,Hashpower mining,0.00001774,49936.90,0.89
2021-04-11 00:03:18 GMT,Hashpower mining fee,-0.00000035,49936.90,-0.02
2021-04-11 04:03:54 GMT,Hashpower mining,0.00001154,49936.90,0.58
2021-04-11 04:03:54 GMT,Hashpower mining fee,-0.00000023,49936.90,-0.01
2021-04-12 00:06:00 GMT,Hashpower mining,0.00001610,50286.38,0.81
2021-04-12 00:06:00 GMT,Hashpower mining fee,-0.00000032,50286.38,-0.02
2021-04-12 04:10:05 GMT,Hashpower mining,0.00001135,50286.38,0.57
2021-04-12 04:10:05 GMT,Hashpower mining fee,-0.00000023,50286.38,-0.01
2021-04-12 08:05:29 GMT,Hashpower mining,0.00001101,50286.38,0.55
2021-04-12 08:05:29 GMT,Hashpower mining fee,-0.00000022,50286.38,-0.01
2021-04-12 12:06:32 GMT,Hashpower mining,0.00001158,50286.38,0.58
2021-04-12 12:06:32 GMT,Hashpower mining fee,-0.00000023,50286.38,-0.01
2021-04-12 16:04:13 GMT,Hashpower mining,0.00001207,50286.38,0.61
2021-04-12 16:04:13 GMT,Hashpower mining fee,-0.00000024,50286.38,-0.01
2021-04-12 22:26:54 GMT,Hashpower mining,0.00001195,50286.38,0.60
2021-04-12 22:26:54 GMT,Hashpower mining fee,-0.00000024,50286.38,-0.01
2021-04-13 04:02:51 GMT,Hashpower mining,0.00001552,50417.76,0.78
2021-04-13 04:02:51 GMT,Hashpower mining fee,-0.00000031,50417.76,-0.02
2021-04-13 08:02:06 GMT,Hashpower mining,0.00001116,50417.76,0.56
2021-04-13 08:02:06 GMT,Hashpower mining fee,-0.00000022,50417.76,-0.01
2021-04-13 12:04:23 GMT,Hashpower mining,0.00001144,50417.76,0.58
2021-04-13 12:04:23 GMT,Hashpower mining fee,-0.00000023,50417.76,-0.01
2021-04-14 04:05:23 GMT,Hashpower mining,0.00001117,52855.21,0.59
2021-04-14 04:05:23 GMT,Hashpower mining fee,-0.00000022,52855.21,-0.01
2021-04-14 08:03:43 GMT,Hashpower mining,0.00001220,52855.21,0.64
2021-04-14 08:03:43 GMT,Hashpower mining fee,-0.00000024,52855.21,-0.01
2021-04-14 12:03:58 GMT,Hashpower mining,0.00001324,52855.21,0.70
2021-04-14 12:03:58 GMT,Hashpower mining fee,-0.00000026,52855.21,-0.01
2021-04-14 16:05:13 GMT,Hashpower mining,0.00001325,52855.21,0.70
2021-04-14 16:05:13 GMT,Hashpower mining fee,-0.00000027,52855.21,-0.01
2021-04-15 00:03:28 GMT,Hashpower mining,0.00002053,52505.16,1.08
2021-04-15 00:03:28 GMT,Hashpower mining fee,-0.00000041,52505.16,-0.02
2021-04-15 04:05:30 GMT,Hashpower mining,0.00001368,52505.16,0.72
2021-04-15 04:05:30 GMT,Hashpower mining fee,-0.00000027,52505.16,-0.01
2021-04-15 08:02:51 GMT,Hashpower mining,0.00001177,52505.16,0.62
2021-04-15 08:02:51 GMT,Hashpower mining fee,-0.00000024,52505.16,-0.01
2021-04-15 12:05:22 GMT,Hashpower mining,0.00001088,52505.16,0.57
2021-04-15 12:05:22 GMT,Hashpower mining fee,-0.00000022,52505.16,-0.01
2021-04-15 16:04:06 GMT,Hashpower mining,0.00001179,52505.16,0.62
2021-04-15 16:04:06 GMT,Hashpower mining fee,-0.00000024,52505.16,-0.01
2021-04-16 00:03:49 GMT,Hashpower mining,0.00001871,52816.04,0.99
2021-04-16 00:03:49 GMT,Hashpower mining fee,-0.00000037,52816.04,-0.02
2021-04-16 04:04:19 GMT,Hashpower mining,0.00001344,52816.04,0.71
2021-04-16 04:04:19 GMT,Hashpower mining fee,-0.00000027,52816.04,-0.01
2021-04-16 08:03:13 GMT,Hashpower mining,0.00001213,52816.04,0.64
2021-04-16 08:03:13 GMT,Hashpower mining fee,-0.00000024,52816.04,-0.01
2021-04-16 12:05:37 GMT,Hashpower mining,0.00001136,52816.04,0.60
2021-04-16 12:05:37 GMT,Hashpower mining fee,-0.00000023,52816.04,-0.01
2021-04-16 16:02:18 GMT,Hashpower mining,0.00001653,52816.04,0.87
2021-04-16 16:02:18 GMT,Hashpower mining fee,-0.00000033,52816.04,-0.02
2021-04-16 21:03:55 GMT,Hashpower mining,0.00001441,52816.04,0.76
2021-04-16 21:03:55 GMT,Hashpower mining fee,-0.00000029,52816.04,-0.02
2021-04-17 00:03:14 GMT,Hashpower mining,0.00001114,51359.14,0.57
2021-04-17 00:03:14 GMT,Hashpower mining fee,-0.00000022,51359.14,-0.01
2021-04-17 04:02:03 GMT,Hashpower mining,0.00001441,51359.14,0.74
2021-04-17 04:02:03 GMT,Hashpower mining fee,-0.00000029,51359.14,-0.01
2021-04-17 12:00:06 GMT,Hashpower mining,0.00001060,51359.14,0.54
2021-04-17 12:00:06 GMT,Hashpower mining fee,-0.00000021,51359.14,-0.01
2021-04-17 23:08:57 GMT,Hashpower mining,0.00002011,51359.14,1.03
2021-04-17 23:08:57 GMT,Hashpower mining fee,-0.00000040,51359.14,-0.02
2021-04-18 04:03:35 GMT,Hashpower mining,0.00001698,50381.73,0.86
2021-04-18 04:03:35 GMT,Hashpower mining fee,-0.00000034,50381.73,-0.02
2021-04-18 10:48:57 GMT,Hashpower mining,0.00001647,50381.73,0.83
2021-04-18 10:48:57 GMT,Hashpower mining fee,-0.00000033,50381.73,-0.02
2021-04-18 16:04:36 GMT,Hashpower mining,0.00001926,50381.73,0.97
2021-04-18 16:04:36 GMT,Hashpower mining fee,-0.00000039,50381.73,-0.02
2021-04-18 20:04:05 GMT,Hashpower mining,0.00001345,50381.73,0.68
2021-04-18 20:04:05 GMT,Hashpower mining fee,-0.00000027,50381.73,-0.01
2021-04-19 00:04:21 GMT,Hashpower mining,0.00001556,46904.32,0.73
2021-04-19 00:04:21 GMT,Hashpower mining fee,-0.00000031,46904.32,-0.01
2021-04-19 04:03:24 GMT,Hashpower mining,0.00001458,46904.32,0.68
2021-04-19 04:03:24 GMT,Hashpower mining fee,-0.00000029,46904.32,-0.01
2021-04-19 08:04:49 GMT,Hashpower mining,0.00001551,46904.32,0.73
2021-04-19 08:04:49 GMT,Hashpower mining fee,-0.00000031,46904.32,-0.01
2021-04-19 12:06:37 GMT,Hashpower mining,0.00001605,46904.32,0.75
2021-04-19 12:06:37 GMT,Hashpower mining fee,-0.00000032,46904.32,-0.02
2021-04-19 16:01:54 GMT,Hashpower mining,0.00001715,46904.32,0.80
2021-04-19 16:01:54 GMT,Hashpower mining fee,-0.00000034,46904.32,-0.02
2021-04-19 20:02:11 GMT,Hashpower mining,0.00001767,46904.32,0.83
2021-04-19 20:02:11 GMT,Hashpower mining fee,-0.00000035,46904.32,-0.02
2021-04-20 00:01:57 GMT,Hashpower mining,0.00001481,46188.20,0.68
2021-04-20 00:01:57 GMT,Hashpower mining fee,-0.00000030,46188.20,-0.01
2021-04-20 04:00:44 GMT,Hashpower mining,0.00001605,46188.20,0.74
2021-04-20 04:00:44 GMT,Hashpower mining fee,-0.00000032,46188.20,-0.01
2021-04-20 08:03:42 GMT,Hashpower mining,0.00001364,46188.20,0.63
2021-04-20 08:03:42 GMT,Hashpower mining fee,-0.00000027,46188.20,-0.01
2021-04-20 12:09:19 GMT,Hashpower mining,0.00001579,46188.20,0.73
2021-04-20 12:09:19 GMT,Hashpower mining fee,-0.00000032,46188.20,-0.01
2021-04-20 16:02:38 GMT,Hashpower mining,0.00001764,46188.20,0.81
2021-04-20 16:02:38 GMT,Hashpower mining fee,-0.00000035,46188.20,-0.02
2021-04-20 20:07:38 GMT,Hashpower mining,0.00002241,46188.20,1.04
2021-04-20 20:07:38 GMT,Hashpower mining fee,-0.00000045,46188.20,-0.02
2021-04-21 00:11:24 GMT,Hashpower mining,0.00002059,47009.37,0.97
2021-04-21 00:11:24 GMT,Hashpower mining fee,-0.00000041,47009.37,-0.02
2021-04-21 04:01:36 GMT,Hashpower mining,0.00001764,47009.37,0.83
2021-04-21 04:01:36 GMT,Hashpower mining fee,-0.00000035,47009.37,-0.02
2021-04-21 08:05:15 GMT,Hashpower mining,0.00001746,47009.37,0.82
2021-04-21 08:05:15 GMT,Hashpower mining fee,-0.00000035,47009.37,-0.02
2021-04-21 12:05:39 GMT,Hashpower mining,0.00001617,47009.37,0.76
2021-04-21 12:05:39 GMT,Hashpower mining fee,-0.00000032,47009.37,-0.02
,Hashpower mining fee,-0.00012398,,-5.15
,Hashpower mining,0.00620287,,275.05
,Total,0.00607889,,269.90
